snf_grant_number;year;research_area;amount_granted;role;research_institution;research_institution_type;country;iso_code;continent;partner_budget;world_region;person_id
188953;2019;Humanities and Social Sciences;NA;Projektpartner;University of Applied Sciences and Arts Western Switzerland – HES-SO;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;2960
204372;2021;Biology and Medicine;908000;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;9617
200331;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;1496
188617;2019;"Mathematics, Natural and
Engineering Sciences";787261;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;1069
172556;2017;Humanities and Social Sciences;177654;Applicant;University of Neuchatel – NE;Cantonal University;Switzerland;CH;Europe;NA;Europe;1395
185362;2019;Biology and Medicine;NA;Projektpartner;Ente Ospedaliero Cantonale – EOC;Other research institutions;Switzerland;CH;Europe;NA;Europe;6918
188466;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;12440
212982;2022;Biology and Medicine;NA;Projektpartner;Unassignable – NA;Other research institutions;United Kingdom;GB;Europe;NA;Europe;5814
179067;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;12740
200767;2021;Humanities and Social Sciences;NA;Projektpartner;Non-profit organisations (libraries, museums, foundations) and administration – NPO;Other research institutions;Switzerland;CH;Europe;NA;Europe;11218
182826;2018;Biology and Medicine;NA;Projektpartner;NA;NA;Colombia;CO;South America;NA;Latin America;11910
184757;2019;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;7691
189195;2019;Humanities and Social Sciences;NA;Projektpartner;Unassignable – NA;Other research institutions;Switzerland;CH;Europe;NA;Europe;6471
188876;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;12931
182256;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;11511
212576;2022;"Mathematics, Natural and
Engineering Sciences";699504;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;112
200654;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Finland;FI;Europe;NA;Europe;2416
189075;2019;Biology and Medicine;NA;Projektpartner;NA;NA;Russia;RU;Europe;NA;Europe;10958
172668;2017;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;565
179010;2018;Humanities and Social Sciences;489600;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;11406
207707;2022;Humanities and Social Sciences;400000;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;4057
176114;2017;Biology and Medicine;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;4702
197673;2020;Biology and Medicine;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;10379
197009;2020;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;4322
201072;2021;Biology and Medicine;400863;Co-applicants;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;875
205162;2021;Humanities and Social Sciences;NA;Projektpartner;Other Research Institutes – FINST;Other research institutions;Switzerland;CH;Europe;NA;Europe;5402
182104;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;15689
204187;2021;Biology and Medicine;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;3969
197714;2020;Biology and Medicine;386789;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;1465
213083;2022;"Mathematics, Natural and
Engineering Sciences";1177212;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;12211
184925;2019;Biology and Medicine;NA;Projektpartner;Non-profit organisations (libraries, museums, foundations) and administration – NPO;Other research institutions;Switzerland;CH;Europe;NA;Europe;10752
185080;2019;"Mathematics, Natural and
Engineering Sciences";2100000;Co-applicants;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;7288
173094;2017;Biology and Medicine;1099729;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;8341
212762;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;4343
207696;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;1992
192580;2020;Humanities and Social Sciences;438818;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;6768
189152;2019;Humanities and Social Sciences;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;11812
188984;2019;Humanities and Social Sciences;481122;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;1397
212764;2022;Biology and Medicine;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;11572
179497;2018;Biology and Medicine;NA;Projektpartner;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;13626
176119;2017;Biology and Medicine;NA;Projektpartner;NA;NA;Spain;ES;Europe;NA;Europe;4317
179362;2018;Biology and Medicine;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;7196
192039;2020;"Mathematics, Natural and
Engineering Sciences";339057;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;6378
207430;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;329
188924;2019;Humanities and Social Sciences;499528;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;10677
212940;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;10261
184934;2019;Biology and Medicine;184804;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;13569
179481;2018;Biology and Medicine;800000;Applicant;University of Neuchatel – NE;Cantonal University;Switzerland;CH;Europe;NA;Europe;6896
176158;2017;Biology and Medicine;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;13619
178831;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;1466
173000;2017;Biology and Medicine;402000;Applicant;University of Fribourg – FR;Cantonal University;Switzerland;CH;Europe;NA;Europe;1476
212519;2022;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;15848
185011;2019;Biology and Medicine;841751;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;9745
197442;2020;Humanities and Social Sciences;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;14750
212818;2022;Humanities and Social Sciences;483579;Applicant;University of Applied Sciences and Arts Northwestern Switzerland (without UTE) – FHNW;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;4393
182513;2018;"Mathematics, Natural and
Engineering Sciences";1005297;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;2199
197107;2020;"Mathematics, Natural and
Engineering Sciences";500000;Applicant;Paul Scherrer Institute – PSI;ETH domain;Switzerland;CH;Europe;NA;Europe;6853
198005;2020;Biology and Medicine;748695;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;2976
182185;2018;Humanities and Social Sciences;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;9263
212898;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Italy;IT;Europe;NA;Europe;15648
175625;2017;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;78
204934;2021;Biology and Medicine;589006;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;9982
207700;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United Kingdom;GB;Europe;NA;Europe;12046
200406;2021;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;6694
192832;2020;Humanities and Social Sciences;NA;Projektpartner;Non-profit organisations (libraries, museums, foundations) and administration – NPO;Other research institutions;Switzerland;CH;Europe;NA;Europe;14251
179064;2018;"Mathematics, Natural and
Engineering Sciences";550000;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;10768
207430;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;12206
179520;2018;Biology and Medicine;654952;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;13853
212730;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;8747
188693;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;United Kingdom;GB;Europe;NA;Europe;3510
185204;2019;Humanities and Social Sciences;707484;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;15427
188737;2019;Biology and Medicine;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;2627
192371;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;9418
207491;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;14948
182422;2018;Humanities and Social Sciences;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;16452
178876;2018;Humanities and Social Sciences;596901;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;9512
192189;2020;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;16014
179250;2018;Biology and Medicine;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;8585
188934;2019;Humanities and Social Sciences;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;14205
184882;2019;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Netherlands;NL;Europe;NA;Europe;5280
204934;2021;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;8238
185373;2019;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Israel;IL;Asia;NA;Asia;13701
208263;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Italy;IT;Europe;NA;Europe;2870
185392;2019;Biology and Medicine;634278;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;11074
197009;2020;Biology and Medicine;894265;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;10362
176218;2017;Biology and Medicine;NA;Projektpartner;NA;NA;Denmark;DK;Europe;NA;Europe;11458
204575;2021;Humanities and Social Sciences;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;14024
172767;2017;"Mathematics, Natural and
Engineering Sciences";346450;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;1250
178972;2018;"Mathematics, Natural and
Engineering Sciences";750000;Applicant;Zurich University of the Arts – ZHdK;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;12999
208232;2022;Humanities and Social Sciences;NA;Projektpartner;Non-profit organisations (libraries, museums, foundations) and administration – NPO;Other research institutions;Switzerland;CH;Europe;NA;Europe;246
173211;2017;Biology and Medicine;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;7669
204724;2021;Humanities and Social Sciences;448985;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;2356
172885;2017;Biology and Medicine;NA;Projektpartner;NA;NA;Netherlands;NL;Europe;NA;Europe;10155
172812;2017;Humanities and Social Sciences;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;1038
182173;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;3798
212872;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Italy;IT;Europe;NA;Europe;11517
182591;2018;Humanities and Social Sciences;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;7331
207683;2022;Humanities and Social Sciences;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;2915
204360;2021;Biology and Medicine;NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;963
188987;2019;Humanities and Social Sciences;695375;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;9331
197354;2020;Humanities and Social Sciences;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;1818
197964;2020;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;15081
204315;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;NA;NA;NA;NA;NA;10605
204072;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Russia;RU;Europe;NA;Europe;11977
185384;2019;Humanities and Social Sciences;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;5801
197344;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;9070
182681;2018;Biology and Medicine;NA;Projektpartner;NA;NA;Finland;FI;Europe;NA;Europe;5225
189082;2019;Biology and Medicine;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;15450
182173;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Austria;AT;Europe;NA;Europe;16244
197197;2020;Humanities and Social Sciences;299250;Applicant;University of Lucerne – LU;Cantonal University;Switzerland;CH;Europe;NA;Europe;14026
212184;2022;Biology and Medicine;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;5530
184959;2019;Biology and Medicine;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;10801
212517;2022;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;8168
212922;2022;Humanities and Social Sciences;NA;Projektpartner;Università della Svizzera italiana – USI;Cantonal University;Switzerland;CH;Europe;NA;Europe;4511
182332;2018;Biology and Medicine;496000;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;4548
192224;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Swiss Federal Laboratories for Materials Science and Technology – EMPA;ETH domain;Switzerland;CH;Europe;NA;Europe;5141
172821;2017;Humanities and Social Sciences;174759;Co-applicants;University of St.Gallen – SG;Cantonal University;Switzerland;CH;Europe;NA;Europe;12945
192368;2020;"Mathematics, Natural and
Engineering Sciences";831484;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;10163
212959;2022;Biology and Medicine;840000;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;15701
182208;2018;Humanities and Social Sciences;NA;Projektpartner;University of Applied Sciences and Arts Western Switzerland – HES-SO;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;1184
188762;2019;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;11147
